description,injuryType,bodyPart,side
"milwaukee brewers placed rhp latroy hawkins on the 15-day disabled list retroactive to march 22, 2011. recovering from august 2010 right shoulder surgery.",surgery,lat,right
"milwaukee brewers placed rhp latroy hawkins on the 15-day disabled list retroactive to march 22, 2011. recovering from august 2010 right shoulder surgery.",surgery,shoulder,right
"milwaukee brewers placed rhp latroy hawkins on the 15-day disabled list retroactive to may 7, 2010. weakness in his right shoulder.",weakness,lat,right
"milwaukee brewers placed rhp latroy hawkins on the 15-day disabled list retroactive to may 7, 2010. weakness in his right shoulder.",weakness,shoulder,right
"milwaukee brewers placed rhp marco estrada on the 15-day disabled list retroactive to june 4, 2013. left hamstring strain.",strain,hamstring,left
milwaukee brewers placed rhp marco estrada on the 15-day disabled list. right quadriceps strain.,strain,quad,right
milwaukee brewers placed rhp marco estrada on the 15-day disabled list. right quadriceps strain.,strain,quadricep,right
milwaukee brewers placed rhp mark difelice on the 60-day disabled list. strained right shoulder.,strain,shoulder,right
milwaukee brewers placed rhp mark rogers on the 15-day disabled list. right arm fatigue.,fatigue,arm,right
"milwaukee brewers placed rhp matt albers on the 10-day disabled list retroactive to august 5, 2018. strained left hamstring",strain,hamstring,left
milwaukee brewers placed rhp matt albers on the 10-day disabled list. right shoulder injury.,injury,shoulder,right
"milwaukee brewers placed rhp matt garza on the 10-day disabled list retroactive to june 4, 2017. chest contusion.",contusion,chest,NA
milwaukee brewers placed rhp matt garza on the 10-day disabled list. right lower leg strain.,strain,leg,right
milwaukee brewers placed rhp matt garza on the 10-day disabled list. strained right groin.,strain,groin,right
"milwaukee brewers placed rhp matt garza on the 15-day disabled list retroactive to april 2, 2016. right lat strain",strain,lat,right
"milwaukee brewers placed rhp matt garza on the 15-day disabled list retroactive to august 4, 2014. left ribcage strain",strain,rib,left
"milwaukee brewers placed rhp matt garza on the 15-day disabled list retroactive to july 3, 2015. right shoulder tendinitis",tendinitis,shoulder,right
"milwaukee brewers placed rhp michael blazek on the 15-day disabled list retroactive to august 13, 2015. right hand fracture",fracture,hand,right
"milwaukee brewers placed rhp michael blazek on the 15-day disabled list retroactive to august 14, 2016. right forearm strain",strain,arm,right
"milwaukee brewers placed rhp michael blazek on the 15-day disabled list retroactive to august 14, 2016. right forearm strain",strain,ear,right
"milwaukee brewers placed rhp michael blazek on the 15-day disabled list retroactive to august 14, 2016. right forearm strain",strain,forearm,right
"milwaukee brewers placed rhp michael blazek on the 15-day disabled list retroactive to may 29, 2016. right elbow impingement",impingement,elbow,right
milwaukee brewers placed rhp seth mcclung on the 15-day disabled list. right elbow sprain,sprain,elbow,right
"milwaukee brewers placed rhp shaun marcum on the 15-day disabled list retroactive to june 15, 2012. right elbow tightness.",tight,elbow,right
"milwaukee brewers placed rhp taylor williams on the 10-day disabled list retroactive to august 3, 2018. right elbow soreness.",sore,elbow,right
"milwaukee brewers placed rhp todd coffey on the 15-day disabled list retroactive to may 30, 2010. bruised right thumb.",bruise,thumb,right
milwaukee brewers placed rhp tyler cravy on the 15-day disabled list. right elbow impingement,impingement,elbow,right
"milwaukee brewers placed rhp tyler thornburg on the 15-day disabled list retroactive to june 7, 2014. sore right elbow",sore,elbow,right
milwaukee brewers placed rhp wily peralta on the 10-day disabled list. right calf strain.,strain,calf,right
milwaukee brewers placed rhp wily peralta on the 10-day disabled list. right calf strain.,strain,calf,right
milwaukee brewers placed rhp wily peralta on the 10-day disabled list. right calf strain.,strain,calf,right
milwaukee brewers placed rhp wily peralta on the 10-day disabled list. right calf strain.,strain,calf,right
milwaukee brewers placed rhp wily peralta on the 10-day disabled list. right calf strain.,strain,calf,right
milwaukee brewers placed rhp wily peralta on the 10-day disabled list. right calf strain.,strain,calf,right
milwaukee brewers placed rhp wily peralta on the 10-day disabled list. right calf strain.,strain,calf,right
milwaukee brewers placed rhp wily peralta on the 10-day disabled list. right calf strain.,strain,calf,right
"milwaukee brewers placed rhp wily peralta on the 15-day disabled list retroactive to may 23, 2015. strained left oblique",strain,oblique,left
"milwaukee brewers placed rhp wily peralta on the 15-day disabled list retroactive to may 23, 2015. strained left oblique",strain,oblique,left
"milwaukee brewers placed rhp wily peralta on the 15-day disabled list retroactive to may 23, 2015. strained left oblique",strain,oblique,left
"milwaukee brewers placed rhp wily peralta on the 15-day disabled list retroactive to may 23, 2015. strained left oblique",strain,oblique,left
"milwaukee brewers placed rhp wily peralta on the 15-day disabled list retroactive to may 23, 2015. strained left oblique",strain,oblique,left
"milwaukee brewers placed rhp wily peralta on the 15-day disabled list retroactive to may 23, 2015. strained left oblique",strain,oblique,left
"milwaukee brewers placed rhp wily peralta on the 15-day disabled list retroactive to may 23, 2015. strained left oblique",strain,oblique,left
"milwaukee brewers placed rhp wily peralta on the 15-day disabled list retroactive to may 23, 2015. strained left oblique",strain,oblique,left
milwaukee brewers placed rhp yhonathan barrios on the 15-day disabled list. right shoulder injury,injury,shoulder,right
"milwaukee brewers placed rhp yovani gallardo on the 15-day disabled list retroactive to july 5, 2010. right oblique strain.",strain,oblique,right
milwaukee brewers placed rhp yovani gallardo on the 15-day disabled list. tight left hamstring.,tight,hamstring,left
"milwaukee brewers placed rhp zach davies on the 10-day disabled list retroactive to may 30, 2018. right rotator cuff inflammation.",inflammation, rotator cuff,right
"milwaukee brewers placed rhp zach davies on the 10-day injured list retroactive to august 3, 2019. back spasms.",injured,back,NA
"milwaukee brewers placed rhp zach davies on the 10-day injured list retroactive to august 3, 2019. back spasms.",spasm,back,NA
"milwaukee brewers placed rhp zack greinke on the 15-day disabled list retroactive to march 22, 2011. fractured left rib.",fracture,rib,left
milwaukee brewers placed ss alex gonzalez on the 15-day disabled list. right knee injury.,injury,knee,right
milwaukee brewers placed ss cesar izturis on the 15-day disabled list. strained left hamstring.,strain,hamstring,left
"milwaukee brewers placed ss jean segura on the 15-day disabled list retroactive to may 13, 2015. fractured right pinkie finger",fracture,pinkie,right
"milwaukee brewers placed ss jeff bianchi on the 15-day disabled list retroactive to july 13, 2014. right elbow strain",strain,elbow,right
"milwaukee brewers placed ss jeff bianchi on the 15-day disabled list retroactive to march 22, 2013. left hip bursitis.",bursitis,hip,left
milwaukee brewers placed ss tyler saladino on the 10-day disabled list. sprained left ankle.,sprain,ankle,left
"minnesota twins placed 1b c.j. cron on the 10-day injured list retroactive to july 21, 2019. right thumb inflammation.",inflammation,thumb,right
"minnesota twins placed 1b c.j. cron on the 10-day injured list retroactive to july 21, 2019. right thumb inflammation.",injured,thumb,right
minnesota twins placed 1b c.j. cron on the 10-day injured list. right thumb inflammation.,inflammation,thumb,right
minnesota twins placed 1b c.j. cron on the 10-day injured list. right thumb inflammation.,injured,thumb,right
"minnesota twins placed 1b joe mauer on the 10-day disabled list retroactive to july 5, 2017. low back lumbar strain.",strain,low back,NA
"minnesota twins placed 1b joe mauer on the 10-day disabled list retroactive to july 5, 2017. low back lumbar strain.",strain,lumbar,NA
minnesota twins placed 1b joe mauer on the 10-day disabled list. cervical strain and concussion-like symptoms.,concussion,cervical,NA
minnesota twins placed 1b joe mauer on the 10-day disabled list. cervical strain and concussion-like symptoms.,concussion,concussion,NA
minnesota twins placed 1b joe mauer on the 10-day disabled list. cervical strain and concussion-like symptoms.,strain,cervical,NA
minnesota twins placed 1b joe mauer on the 10-day disabled list. cervical strain and concussion-like symptoms.,strain,concussion,NA
minnesota twins placed 1b joe mauer on the 15-day disabled list. right oblique strain.,strain,oblique,right
"minnesota twins placed 1b justin morneau on the 15-day disabled list retroactive to july 8, 2010. concussion.",concussion,concussion,NA
"minnesota twins placed 1b justin morneau on the 15-day disabled list retroactive to june 10, 2011. left wrist strain",strain,wrist,left
"minnesota twins placed 1b justin morneau on the 15-day disabled list retroactive to may 1, 2012. sore right wrist.",sore,wrist,right
"minnesota twins placed 1b justin morneau on the 15-day disabled list retroactive to september 12, 2011. concussion.",concussion,concussion,NA
minnesota twins placed 1b logan morrison on the 10-day disabled list. left hip impingement.,impingement,hip,left
minnesota twins placed 1b logan morrison on the 7-day disabled list. left hip impingement.,impingement,hip,left
minnesota twins placed 2b alexi casilla on the 15-day disabled list. strained right hamstring,strain,hamstring,right
"minnesota twins placed 2b orlando hudson on the 15-day disabled list retroactive to july 24, 2010. right oblique strain",strain,oblique,right
"minnesota twins placed 2b orlando hudson on the 15-day disabled list retroactive to may 31, 2010. sprained left wrist",sprain,wrist,left
"minnesota twins placed 2b tsuyoshi nishioka on the 15-day disabled list retroactive to september 12, 2011. oblique strain.",strain,oblique,NA
minnesota twins placed 2b tsuyoshi nishioka on the 15-day disabled list. fractured left fibula.,fracture,fibula,left
"minnesota twins placed 3b eduardo nunez on the 15-day disabled list retroactive to april 30, 2015. left oblique strain.",strain,oblique,left
"minnesota twins placed 3b ehire adrianza on the 10-day injured list retroactive to june 17, 2019. abdominal issues.",injured, abdominal,NA
"minnesota twins placed 3b joe crede on the 15-day disabled list retroactive to august 22, 2009. strained lower back.",strain,lower back,NA
minnesota twins placed 3b marwin gonzalez on the 10-day injured list. right hamstring strain.,injured,hamstring,right
